,permalink,name,category_code,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,founded_month,founded_quarter,founded_year,first_funding_at,last_funding_at,last_milestone_at,not_closed,cat_list
2675,/company/iq-engines,IQ Engines,photo_video,3800000.0,acquired,USA,CA,SF Bay,Berkeley,1,2008-06-01,2008-06,2008-Q2,2008.0,2012-06-25,2012-06-25,2013-08-23,1.0,['photo_video']
2676,/company/iq-technologies,iQ Technologies,enterprise,3000000.0,operating,USA,WA,Gig Harbor,Gig Harbor,1,2009-07-10,2009-07,2009-Q3,2009.0,2010-10-01,2010-10-01,2010-09-01,0.0,['enterprise']
2677,/company/iquum,IQuum,biotech,1000000.0,operating,USA,MA,Boston,Marlborough,1,,,,,2011-01-03,2011-01-03,2001-07-01,0.0,['biotech']
2678,/company/iridian-technologies,Iridian Technologies,software,5000000.0,operating,USA,NJ,Philadelphia,Moorestown,1,1990-01-01,1990-01,1990-Q1,1990.0,2005-04-11,2005-04-11,,0.0,['software']
2679,/company/irise,iRise,software,20000000.0,operating,USA,CA,Los Angeles,El Segundo,1,1997-01-01,1997-01,1997-Q1,1997.0,2008-03-01,2008-03-01,,0.0,['software']
2680,/company/ironport,IronPort Systems,hardware,61500000.0,acquired,USA,CA,SF Bay,San Bruno,2,2000-01-01,2000-01,2000-Q1,2000.0,2002-06-25,2004-10-25,2011-12-09,1.0,['hardware']
2681,/company/ironwood-pharmaceuticals,Ironwood Pharmaceuticals,medical,225000000.0,ipo,USA,MA,Boston,Cambridge,2,1998-01-01,1998-01,1998-Q1,1998.0,2008-10-01,2013-01-10,2011-01-19,1.0,['medical']
2682,/company/is-that-odd,Is That Odd,advertising,250000.0,operating,USA,WA,Seattle,Kirkland,1,2009-04-01,2009-04,2009-Q2,2009.0,2010-01-01,2010-01-01,2010-07-01,0.0,['advertising']
2683,/company/isbx,ISBX,mobile,1750000.0,operating,USA,CA,Los Angeles,Los Angeles,2,2009-04-01,2009-04,2009-Q2,2009.0,2009-12-01,2010-10-04,2009-08-01,0.0,['mobile']
2684,/company/isd-corporation,ISD Corporation,software,6000000.0,operating,USA,TX,Dallas,Irving,1,,,,,2005-05-04,2005-05-04,2007-01-01,0.0,['software']
2685,/company/isis,ISIS,other,400000.0,acquired,USA,CO,Denver,Boulder,1,1998-01-01,1998-01,1998-Q1,1998.0,2007-06-01,2007-06-01,2013-08-12,1.0,['other']
2686,/company/isis-pharmaceuticals,Isis Pharmaceuticals,biotech,201250000.0,ipo,USA,CA,San Diego,Carlsbad,1,,,,,2012-08-27,2012-08-27,2013-06-10,1.0,['biotech']
2687,/company/iskoot,iSkoot,mobile,32200000.0,acquired,USA,CA,SF Bay,San Francisco,3,2005-04-22,2005-04,2005-Q2,2005.0,2006-11-29,2008-11-07,,1.0,['mobile']
2688,/company/isolation-sciences,Isolation Sciences,biotech,212000.0,operating,USA,NY,Williamsville,Williamsville,3,2005-01-01,2005-01,2005-Q1,2005.0,2006-07-01,2010-08-01,2010-01-01,0.0,['biotech']
2689,/company/ispottedyou-com,ISpottedYou.com,web,106950.0,operating,USA,TN,Nashville,Antioch,2,,,,,2010-03-04,2010-03-05,,0.0,['web']
2690,/company/isquare,iSquare,public_relations,200000.0,operating,USA,VA,Washington DC,Mclean,1,2007-09-02,2007-09,2007-Q3,2007.0,2007-12-12,2007-12-12,2007-01-01,0.0,['public_relations']
2691,/company/issuu,Issuu,web,6250000.0,operating,USA,CA,SF Bay,Palo Alto,2,2006-01-01,2006-01,2006-Q1,2006.0,2007-02-01,2008-10-28,2013-07-01,0.0,['web']
2692,/company/istorez,iStorez,web,2300000.0,acquired,USA,CA,SF Bay,Sunnyvale,1,,,,,2008-10-28,2008-10-28,2009-09-01,1.0,['web']
2693,/company/isyndica,iSyndica,enterprise,500000.0,closed,USA,NH,Nashua,Nashua,2,2009-01-08,2009-01,2009-Q1,2009.0,2009-01-01,2009-07-29,,0.0,['enterprise']
2694,/company/it-trading,IT Trading,software,3200000.0,closed,USA,CA,Los Angeles,Los Angeles,1,,,,,2010-09-06,2010-09-06,,0.0,['software']
2695,/company/ita-software,ITA Software,software,100000000.0,acquired,USA,MA,Boston,Cambridge,1,1996-01-01,1996-01,1996-Q1,1996.0,2006-01-23,2006-01-23,2011-04-13,1.0,['software']
2696,/company/itaggit,iTaggit,web,1300000.0,closed,USA,TX,Austin,Austin,2,,,,,2011-07-19,2011-07-19,2010-01-01,0.0,['web']
2697,/company/iterasi,Iterasi,enterprise,1200000.0,operating,USA,OR,Portland,Portland,1,2007-05-01,2007-05,2007-Q2,2007.0,2007-11-01,2007-11-01,2012-10-17,0.0,['enterprise']
2698,/company/itiva,Itiva,web,7000000.0,operating,USA,,TBD,,1,,,,,2007-05-01,2007-05-01,,0.0,['web']
2699,/company/itm-software,ITM Software,software,10000000.0,acquired,USA,CA,SF Bay,Santa Clara,2,2001-01-01,2001-01,2001-Q1,2001.0,2005-01-01,2007-08-20,,1.0,['software']
2700,/company/itog-inc,"ITOG, Inc.",network_hosting,205000.0,operating,USA,MO,Saint Louis,Saint Louis,1,2006-09-19,2006-09,2006-Q3,2006.0,2008-02-11,2008-02-11,,0.0,['network_hosting']
2701,/company/itracs,iTracs,network_hosting,1835000.0,acquired,USA,IL,Chicago,Oak Brook,3,,,,,2009-11-06,2010-04-09,,1.0,['network_hosting']
2702,/company/itsgoinon,ItsGoinOn,games_video,100000.0,closed,USA,CA,Los Angeles,Los Angeles,1,2010-05-01,2010-05,2010-Q2,2010.0,2011-01-01,2011-01-01,2011-02-01,0.0,['games_video']
2703,/company/itwixie,iTwixie,web,25000.0,operating,USA,PA,Pittsburg,Pittsburgh,1,2008-01-01,2008-01,2008-Q1,2008.0,2008-01-01,2008-01-01,,0.0,['web']
2704,/company/itzbig,itzbig,search,4000000.0,operating,USA,TX,Austin,Austin,1,2006-06-01,2006-06,2006-Q2,2006.0,2007-02-27,2007-02-27,2010-04-30,0.0,['search']
2705,/company/ivideosongs,iVideosongs,games_video,3300000.0,acquired,USA,,TBD,,1,,,,,2008-01-01,2008-01-01,2012-10-29,1.0,['games_video']
2706,/company/ivivi-health-sciences,Ivivi Health Sciences,medical,9500000.0,operating,USA,CA,SF Bay,San Francisco,1,,,,,2011-02-15,2011-02-15,,0.0,['medical']
2707,/company/iviz-security,iViZ Security,security,5800000.0,operating,USA,MA,Boston,Sudbury,3,2005-01-01,2005-01,2005-Q1,2005.0,2005-10-01,2007-12-01,2012-07-04,0.0,['security']
2708,/company/iwatt,iWatt,cleantech,19400000.0,acquired,USA,CA,SF Bay,Los Gatos,2,2000-01-01,2000-01,2000-Q1,2000.0,2006-10-12,2008-07-08,2012-08-29,1.0,['cleantech']
2709,/company/iyogi,iYogi,hardware,57600000.0,operating,USA,NY,New York,New York City,4,2006-11-16,2006-11,2006-Q4,2006.0,2007-01-01,2010-12-13,2013-07-30,0.0,['hardware']
2710,/company/iz3d,iZ3D,hardware,5000000.0,operating,USA,CA,San Diego,San Diego,1,2007-01-01,2007-01,2007-Q1,2007.0,2008-12-02,2008-12-02,,0.0,['hardware']
2711,/company/izea-inc,"IZEA, Inc.",advertising,10000000.0,operating,USA,FL,Orlando,Orlando,2,2006-06-29,2006-06,2006-Q2,2006.0,2006-10-01,2007-06-02,2012-09-12,0.0,['advertising']
2712,/company/izumi-bio,iZumi Bio,biotech,20000000.0,acquired,USA,CA,SF Bay,South San Francisco,1,2007-01-01,2007-01,2007-Q1,2007.0,2009-04-14,2009-04-14,,1.0,['biotech']
2713,/company/jsquaredmedia,J Squared Media,web,15000.0,operating,USA,PA,Philadelphia,Philadelphia,1,,,,,2007-08-01,2007-08-01,2007-08-17,0.0,['web']
2714,/company/j-grab,j-Grab,ecommerce,300000.0,operating,USA,CA,SF Bay,San Jose,1,2010-02-04,2010-02,2010-Q1,2010.0,2010-11-01,2010-11-01,2010-02-04,0.0,['ecommerce']
2715,/company/jacent-technologies,Jacent Technologies,software,13700000.0,operating,USA,CA,SF Bay,Santa Clara,2,2001-01-01,2001-01,2001-Q1,2001.0,2005-06-15,2007-03-19,2001-01-01,0.0,['software']
2716,/company/jackbe,JackBe,software,24500000.0,acquired,USA,MD,Washington DC,Chevy Chase,4,2002-01-01,2002-01,2002-Q1,2002.0,2006-01-10,2010-04-08,2013-02-03,1.0,['software']
2717,/company/jacked,Jacked,advertising,9000000.0,acquired,USA,CA,Los Angeles,Santa Monica,3,2006-06-01,2006-06,2006-Q2,2006.0,2006-09-01,2008-10-01,,1.0,['advertising']
2718,/company/jackpot-rewards,JackPot Rewards,web,16700000.0,operating,USA,MA,Boston,Newton,1,2008-01-01,2008-01,2008-Q1,2008.0,2008-02-01,2008-02-01,2008-02-19,0.0,['web']
2719,/company/jackrabbit-systems,JackRabbit Systems,software,1330000.0,operating,USA,NM,Santa Fe,Santa Fe,1,,,,,2010-06-08,2010-06-08,2010-08-31,0.0,['software']
2720,/company/jagtag,JagTag,mobile,3628372.0,acquired,USA,NJ,Princeton,Princeton,1,2007-01-01,2007-01,2007-Q1,2007.0,2009-12-17,2009-12-17,2009-05-26,1.0,['mobile']
2721,/company/jajah,Jajah,mobile,33000000.0,acquired,USA,CA,SF Bay,Mountain View,4,2005-01-01,2005-01,2005-Q1,2005.0,2006-03-01,2009-03-01,2012-03-05,1.0,['mobile']
2722,/company/jam-technologies,JAM Technologies,semiconductor,11300000.0,operating,USA,TX,Austin,Austin,1,1999-01-01,1999-01,1999-Q1,1999.0,2006-02-14,2006-02-14,2006-01-01,0.0,['semiconductor']
2723,/company/jambo,Jambo,web,5000000.0,operating,USA,,TBD,,1,,,,,2005-10-01,2005-10-01,,0.0,['web']
2724,/company/jambool,Jambool,finance,6000000.0,acquired,USA,CA,SF Bay,San Francisco,2,2006-08-01,2006-08,2006-Q3,2006.0,2008-08-01,2009-08-17,2012-01-21,1.0,['finance']
2725,/company/janeeva,Janeeva,software,1500000.0,operating,USA,MI,Detroit,Ann Arbor,1,,,,,2007-07-26,2007-07-26,,0.0,['software']
2726,/company/jangl,Jangl,web,9000000.0,closed,USA,CA,SF Bay,Pleasanton,2,2005-03-01,2005-03,2005-Q1,2005.0,2005-01-01,2006-07-01,2011-05-04,0.0,['web']
2727,/company/jasper-design-automation,Jasper Design Automation,software,7000000.0,operating,USA,CA,SF Bay,Mountain View,1,1999-01-01,1999-01,1999-Q1,1999.0,2009-02-18,2009-02-18,,0.0,['software']
2728,/company/javajobs,JavaJobs,software,50000.0,operating,USA,AR,Little Rock,Little Rock,1,1997-01-01,1997-01,1997-Q1,1997.0,2006-10-01,2006-10-01,2006-10-01,0.0,['software']
2729,/company/javelin-semiconductor,Javelin Semiconductor,semiconductor,11263250.0,acquired,USA,TX,Austin,Austin,2,2007-01-01,2007-01,2007-Q1,2007.0,2010-03-11,2012-02-08,,1.0,['semiconductor']
2730,/company/jaxtr,Jaxtr,mobile,21500000.0,acquired,USA,CA,SF Bay,Menlo Park,3,2005-10-01,2005-10,2005-Q4,2005.0,2007-07-01,2008-06-23,2011-11-22,1.0,['mobile']
2731,/company/jazd-markets,JAZD Markets,advertising,8000000.0,operating,USA,MA,Boston,Andover,1,2008-01-01,2008-01,2008-Q1,2008.0,2008-12-22,2008-12-22,,0.0,['advertising']
2732,/company/jazzd-markets,JazzD Markets,web,8000000.0,operating,USA,PA,Ephrata,Ephrata,1,,,,,2008-06-01,2008-06-01,,0.0,['web']
2733,/company/jellycloud,JellyCloud,advertising,6600000.0,closed,USA,CA,SF Bay,Redwood City,1,,,,,2008-05-16,2008-05-16,,0.0,['advertising']
2734,/company/jellyfish,jellyfish,web,5000000.0,acquired,USA,WI,Middleton,Middleton,1,2005-12-01,2005-12,2005-Q4,2005.0,2006-10-01,2006-10-01,,1.0,['web']
2735,/company/jellyvision,Jellyvision,advertising,5000000.0,operating,USA,,TBD,,1,2001-01-01,2001-01,2001-Q1,2001.0,2008-01-01,2008-01-01,2000-02-01,0.0,['advertising']
2736,/company/jet-set-games,Jet Set Games,games_video,9000000.0,operating,USA,NV,Las Vegas,Las Vegas,1,2008-01-01,2008-01,2008-Q1,2008.0,2009-10-09,2009-10-09,,0.0,['games_video']
2737,/company/jibjab,JibJab,web,17900000.0,operating,USA,CA,Venice,Venice,3,1999-01-01,1999-01,1999-Q1,1999.0,2006-06-23,2009-01-07,2012-11-27,0.0,['web']
2738,/company/jigsaw,Jigsaw,web,17950000.0,acquired,USA,CA,SF Bay,San Mateo,3,2003-10-31,2003-10,2003-Q4,2003.0,2003-12-01,2006-03-01,2011-05-10,1.0,['web']
2739,/company/jingle-networks,Jingle Networks,mobile,88651133.0,acquired,USA,NY,New York,New York,7,2005-09-01,2005-09,2005-Q3,2005.0,2005-10-01,2009-12-28,2011-04-11,1.0,['mobile']
2740,/company/jingle-punks-music,Jingle Punks Music,music,900000.0,operating,USA,NY,New York,New York,1,2008-10-01,2008-10,2008-Q4,2008.0,2010-05-24,2010-05-24,2010-05-25,0.0,['music']
2741,/company/jive-software,Jive Software,software,69426794.0,ipo,USA,CA,SF Bay,Palo Alto,5,2001-02-07,2001-02,2001-Q1,2001.0,2007-08-01,2013-05-03,2013-04-23,1.0,['software']
2742,/company/jixee,Jixee,enterprise,250000.0,operating,USA,CA,SF Bay,San Francisco,1,2010-12-01,2010-12,2010-Q4,2010.0,2011-02-01,2011-02-01,2013-04-01,0.0,['enterprise']
2743,/company/jnj-mobile,JNJ Mobile,mobile,7500000.0,operating,USA,MA,Boston,Boston,2,2005-01-01,2005-01,2005-Q1,2005.0,2008-01-28,2010-09-23,2005-10-01,0.0,['mobile']
2744,/company/jobapp-network,JobApp Network,software,4000000.0,operating,USA,MI,Detroit,West Bloomfield,1,1997-01-01,1997-01,1997-Q1,1997.0,2007-10-31,2007-10-31,,0.0,['software']
2745,/company/jobflash,JobFlash,search,5000000.0,acquired,USA,CA,SF Bay,Fremont,1,2002-01-01,2002-01,2002-Q1,2002.0,2003-12-30,2003-12-30,,1.0,['search']
2746,/company/jobfox,Jobfox,web,42000000.0,acquired,USA,VA,Washington DC,McLean,4,2004-03-01,2004-03,2004-Q1,2004.0,2005-04-01,2009-12-24,2013-08-07,1.0,['web']
2747,/company/jobs2web,Jobs2Web,web,5550000.0,acquired,USA,MN,Minneapolis,Minnetonka,2,2003-01-01,2003-01,2003-Q1,2003.0,2004-01-01,2006-01-21,2008-06-01,1.0,['web']
2748,/company/jobserf,JobSerf,web,300000.0,operating,USA,TX,Dallas,Richardson,1,2004-03-01,2004-03,2004-Q1,2004.0,2006-01-01,2006-01-01,,0.0,['web']
2749,/company/jobster,Jobster,search,52500000.0,acquired,USA,WA,Seattle,Seattle,4,2004-01-01,2004-01,2004-Q1,2004.0,2005-01-01,2008-04-25,2013-08-26,1.0,['search']
2750,/company/jobulous,Jobulous,web,200000.0,closed,USA,NY,New York,New York,1,2008-07-10,2008-07,2008-Q3,2008.0,2008-08-01,2008-08-01,,0.0,['web']
2751,/company/jobzle,Jobzle,other,30000.0,closed,USA,RI,Providence,Providence,2,2010-06-01,2010-06,2010-Q2,2010.0,2008-09-01,2010-06-01,2011-03-22,0.0,['other']
2752,/company/jodange,Jodange,web,1200000.0,operating,USA,NY,New York,Yonkers,1,2007-01-01,2007-01,2007-Q1,2007.0,2009-04-27,2009-04-27,2008-04-03,0.0,['web']
2753,/company/join-the-company,Join The Company,web,900000.0,closed,USA,DC,Washington DC,Washington,1,2010-01-01,2010-01,2010-Q1,2010.0,2010-04-09,2010-04-09,,0.0,['web']
2754,/company/joonto,Joonto,ecommerce,575001.0,operating,USA,CA,SF Bay,Mountain View,2,,,,,2009-10-01,2010-01-22,2010-06-01,0.0,['ecommerce']
2755,/company/joost,Joost,games_video,45000000.0,acquired,USA,NY,New York,New York,1,2006-10-01,2006-10,2006-Q4,2006.0,2007-05-09,2007-05-09,2013-02-01,1.0,['games_video']
2756,/company/jordan-valley-semiconductors,Jordan Valley Semiconductors,hardware,11000000.0,operating,USA,TX,Austin,Austin,1,1982-01-01,1982-01,1982-Q1,1982.0,2007-10-17,2007-10-17,2005-01-01,0.0,['hardware']
2757,/company/joroto,Joroto,web,16000.0,operating,USA,OH,Cleveland,Cleveland,1,2008-05-01,2008-05,2008-Q2,2008.0,2009-08-09,2009-08-09,,0.0,['web']
2758,/company/jotspot,JotSpot,web,5200000.0,acquired,USA,CA,SF Bay,Palo Alto,1,,,,,2004-08-01,2004-08-01,,1.0,['web']
2759,/company/jott,Jott,web,5400000.0,acquired,USA,WA,Seattle,Seattle,1,2006-04-01,2006-04,2006-Q2,2006.0,2007-05-01,2007-05-01,,1.0,['web']
2760,/company/joulex,JouleX,enterprise,17000000.0,acquired,USA,GA,Atlanta,Atlanta,1,2009-01-01,2009-01,2009-Q1,2009.0,2011-06-10,2011-06-10,2011-06-10,1.0,['enterprise']
2761,/company/jounce,Jounce,enterprise,600000.0,operating,USA,UT,Salt Lake City,Salt Lake City,2,2009-11-13,2009-11,2009-Q4,2009.0,2009-12-31,2010-05-10,2009-11-01,0.0,['enterprise']
2762,/company/joyride,JOYRIDE,web,1000000.0,closed,USA,AZ,Phoenix,Phoenix,1,2009-10-30,2009-10,2009-Q4,2009.0,2010-10-26,2010-10-26,2013-04-24,0.0,['web']
2763,/company/jrapid,JRapid,enterprise,420000.0,operating,USA,CA,SF Bay,Sunnyvale,2,2008-08-01,2008-08,2008-Q3,2008.0,2008-03-01,2010-06-01,,0.0,['enterprise']
2764,/company/judysbook,Judys Book,search,10500000.0,operating,USA,WA,Seattle,Seattle,2,2004-01-01,2004-01,2004-Q1,2004.0,2004-07-01,2005-11-01,2011-06-01,0.0,['search']
2765,/company/juicewireless,Juice Wireless,network_hosting,15300000.0,operating,USA,CA,Los Angeles,Los Angeles,5,2004-01-01,2004-01,2004-Q1,2004.0,2005-04-01,2007-12-01,,0.0,['network_hosting']
2766,/company/juiceboxjungle,JuiceBoxJungle,web,802377.0,operating,USA,NY,New York,New York,1,2010-01-01,2010-01,2010-Q1,2010.0,2010-04-30,2010-04-30,,0.0,['web']
2767,/company/jumo,Jumo,social,3500000.0,acquired,USA,NY,New York,New York,1,2010-02-01,2010-02,2010-Q1,2010.0,2010-11-01,2010-11-01,2012-08-01,1.0,['social']
2768,/company/jumpr,Jumpr,other,120000.0,operating,USA,CA,SF Bay,Mill Valley,1,2008-06-01,2008-06,2008-Q2,2008.0,2008-02-01,2008-02-01,2009-10-01,0.0,['other']
2769,/company/jumptap,Jumptap,mobile,121500000.0,acquired,USA,MA,Boston,Boston,7,2005-01-01,2005-01,2005-Q1,2005.0,2005-03-01,2012-07-02,2013-08-13,1.0,['mobile']
2770,/company/jumptheclub,JumpTheClub,mobile,100000.0,operating,USA,CT,Hartford,Hartford,1,2010-07-01,2010-07,2010-Q3,2010.0,2011-02-10,2011-02-10,2010-07-01,0.0,['mobile']
2771,/company/jumptime,JumpTime,enterprise,250000.0,acquired,USA,CA,Los Angeles,Los Angeles,1,2007-01-01,2007-01,2007-Q1,2007.0,2012-06-28,2012-06-28,2011-12-13,1.0,['enterprise']
2772,/company/junction-solutions,Junction Solutions,software,7500000.0,operating,USA,CO,Denver,Englewood,1,2001-01-01,2001-01,2001-Q1,2001.0,2007-01-15,2007-01-15,2010-10-01,0.0,['software']
2773,/company/junglecents,JungleCents,ecommerce,1500000.0,operating,USA,CA,SF Bay,San Francisco,1,2009-04-01,2009-04,2009-Q2,2009.0,2010-10-22,2010-10-22,2010-10-22,0.0,['ecommerce']
2774,/company/juniper-networks,Juniper Networks,security,101759441.0,ipo,USA,CA,SF Bay,Sunnyvale,1,1996-02-06,1996-02,1996-Q1,1996.0,2012-12-27,2012-12-27,2013-05-22,1.0,['security']
2775,/company/just-between-friends,Just Between Friends,ecommerce,837500.0,operating,USA,PA,Pittsburg,Pittsburgh,1,1997-09-01,1997-09,1997-Q3,1997.0,2009-11-20,2009-11-20,,0.0,['ecommerce']
2776,/company/justinmind,Justinmind,software,862000.0,operating,USA,CA,SF Bay,San Francisco,1,2007-01-01,2007-01,2007-Q1,2007.0,2007-12-17,2007-12-17,,0.0,['software']
2777,/company/justshareit,JustShareIt,travel,500000.0,operating,USA,CA,SF Bay,Brisbane,1,2011-01-01,2011-01,2011-Q1,2011.0,2011-01-11,2011-01-11,2012-03-02,0.0,['travel']
2778,/company/juvaris-biotherapeutics,Juvaris BioTherapeutics,biotech,54030000.0,operating,USA,CA,SF Bay,Burlingame,4,,,,,2007-01-05,2010-04-12,,0.0,['biotech']
2779,/company/k-motion-interactive,K-MOTION Interactive,software,2000000.0,operating,USA,NH,Bedford,Bedford,1,1991-01-01,1991-01,1991-Q1,1991.0,2005-10-24,2005-10-24,,0.0,['software']
2780,/company/k12-enterprises,K12 Enterprise,software,3000000.0,operating,USA,MD,Baltimore,Towson,1,2009-01-01,2009-01,2009-Q1,2009.0,2009-12-28,2009-12-28,,0.0,['software']
2781,/company/quantum-learning-technologies,Kabongo,games_video,2115100.0,operating,USA,MI,Detroit,Ann Arbor,3,,,,,2009-08-08,2010-10-14,,0.0,['games_video']
2782,/company/kaboo-cloud-camera,Kaboo Cloud Camera,enterprise,20000.0,operating,USA,CA,SF Bay,San Francisco,1,,,,,2011-02-01,2011-02-01,,0.0,['enterprise']
2783,/company/kaboodle,Kaboodle,ecommerce,5000000.0,acquired,USA,CA,SF Bay,Sunnyvale,3,2005-10-01,2005-10,2005-Q4,2005.0,2005-03-01,2007-03-01,,1.0,['ecommerce']
2784,/company/kace,Kace networks,software,11000000.0,acquired,USA,CA,SF Bay,Mountain View,2,2003-01-01,2003-01,2003-Q1,2003.0,2005-07-25,2006-05-22,2011-02-21,1.0,['software']
2785,/company/kadoink,Kadoink,mobile,9500000.0,closed,USA,CA,SF Bay,San Francisco,2,,,,,2008-01-01,2008-01-01,2009-06-04,0.0,['mobile']
2786,/company/kai-pharmaceuticals,KAI Pharmaceuticals,biotech,35000000.0,acquired,USA,CA,SF Bay,South San Francisco,1,,,,,2006-05-02,2006-05-02,2002-01-01,1.0,['biotech']
2787,/company/kajeet,kajeet,mobile,47850000.0,operating,USA,MD,Washington DC,Bethesda,3,2003-01-01,2003-01,2003-Q1,2003.0,2007-09-10,2008-11-24,2012-01-01,0.0,['mobile']
2788,/company/kalido,Kalido,software,28600000.0,operating,USA,MA,Boston,Burlington,3,1997-01-01,1997-01,1997-Q1,1997.0,2005-10-04,2009-05-08,2006-06-01,0.0,['software']
2789,/company/kalobios-pharmaceuticals,KaloBios Pharmaceuticals,biotech,12000000.0,ipo,USA,CA,SF Bay,South San Francisco,1,2001-01-01,2001-01,2001-Q1,2001.0,2008-12-22,2008-12-22,2007-04-01,1.0,['biotech']
2790,/company/kalon-semiconductor,Kalon Semiconductor,semiconductor,10900000.0,operating,USA,CA,San Diego,San Diego,1,2005-01-01,2005-01,2005-Q1,2005.0,2006-06-20,2006-06-20,,0.0,['semiconductor']
2791,/company/kalypto-medical,Kalypto Medical,medical,8375000.0,operating,USA,MN,Mendota Heights,Mendota Heights,1,2006-01-01,2006-01,2006-Q1,2006.0,2009-12-03,2009-12-03,,0.0,['medical']
2792,/company/kapitall,Kapitall,finance,7300000.0,operating,USA,NY,New York,New York,1,2008-03-01,2008-03,2008-Q1,2008.0,2010-09-17,2010-09-17,2012-08-01,0.0,['finance']
2793,/company/kapow-technologies,Kapow Software,software,19743770.0,acquired,USA,CA,SF Bay,Palo Alto,3,2005-01-01,2005-01,2005-Q1,2005.0,2005-02-01,2010-01-13,2006-11-01,1.0,['software']
2794,/company/kardia-health-systems,Kardia Health Systems,enterprise,18400000.0,operating,USA,MN,Minneapolis,Golden Valley,2,2006-01-01,2006-01,2006-Q1,2006.0,2007-01-01,2008-01-01,2009-04-01,0.0,['enterprise']
2795,/company/karma,Karma,mobile,2304999.0,acquired,USA,CA,SF Bay,San Francisco,2,2011-01-01,2011-01,2011-Q1,2011.0,2011-01-01,2011-11-14,2013-03-02,1.0,['mobile']
2796,/company/kartme,KartMe,web,185000.0,operating,USA,NY,New York,New York,1,,,,,2010-03-01,2010-03-01,2009-12-01,0.0,['web']
2797,/company/kasenna,Kasenna,software,11000000.0,acquired,USA,CA,SF Bay,Sunnyvale,1,,,,,2006-02-07,2006-02-07,,1.0,['software']
2798,/company/kashless,Kashless,ecommerce,5000000.0,operating,USA,WA,Seattle,Seattle,1,2008-09-01,2008-09,2008-Q3,2008.0,2008-10-29,2008-10-29,2010-11-18,0.0,['ecommerce']
2799,/company/kasidie-com,Kasidie.com,web,600000.0,operating,USA,NV,Las Vegas,Las Vegas,2,2008-02-14,2008-02,2008-Q1,2008.0,2008-02-14,2008-12-22,2010-05-07,0.0,['web']
2800,/company/katalyst-media,Katalyst Network,games_video,10000000.0,operating,USA,CA,Los Angeles,Los Angeles,1,2000-01-01,2000-01,2000-Q1,2000.0,2008-01-28,2008-01-28,2010-02-16,0.0,['games_video']
2801,/company/kavam-com,Kavam.com,software,4750000.0,operating,USA,,United States - Other,,1,,,,,2006-03-24,2006-03-24,,0.0,['software']
2802,/company/kayak,KAYAK,search,235024070.0,acquired,USA,CT,New York,Norwalk,6,2004-01-14,2004-01,2004-Q1,2004.0,2004-01-01,2012-08-17,2013-07-18,1.0,['search']
2803,/company/kaz,Kaz,health,260000000.0,operating,USA,MA,Boston,Southborough,1,1926-01-01,1926-01,1926-Q1,1926.0,2011-01-03,2011-01-03,1997-09-01,0.0,['health']
2804,/company/kazeon,Kazeon,enterprise,41000000.0,acquired,USA,CA,SF Bay,Mountain View,3,2003-01-01,2003-01,2003-Q1,2003.0,2005-04-17,2009-04-21,2009-09-15,1.0,['enterprise']
2805,/company/kblabs,KB Labs,web,15000.0,closed,USA,,TBD,,1,,,,,2007-08-01,2007-08-01,2007-08-17,0.0,['web']
2806,/company/keahole-solar-power,Keahole Solar Power,cleantech,27000000.0,operating,USA,HI,Honolulu,Honolulu,2,2007-07-05,2007-07,2007-Q3,2007.0,2009-12-26,2010-04-23,2012-10-13,0.0,['cleantech']
2807,/company/keepstream,Keepstream,web,20000.0,acquired,USA,TX,Austin,Austin,1,2010-01-01,2010-01,2010-Q1,2010.0,2010-05-01,2010-05-01,,1.0,['web']
2808,/company/keibi-technologies,Keibi Technologies,software,5000000.0,acquired,USA,CA,SF Bay,San Francisco,1,2006-09-01,2006-09,2006-Q3,2006.0,2007-05-01,2007-05-01,2009-01-01,1.0,['software']
2809,/company/kelkoo,Kelkoo,ecommerce,3000000.0,acquired,USA,,Columbus,London,1,1999-01-01,1999-01,1999-Q1,1999.0,1999-01-01,1999-01-01,2011-05-04,1.0,['ecommerce']
2810,/company/kepware-technologies,Kepware Technologies,software,500000.0,operating,USA,ME,Portland,Portland,1,,,,,2010-03-02,2010-03-02,,0.0,['software']
2811,/company/keraderm,Keraderm,biotech,2500000.0,operating,USA,VA,Blacksburg,Blacksburg,1,,,,,2010-01-17,2010-01-17,,0.0,['biotech']
2812,/company/mobestream-media-inc,Key Ring,mobile,1750000.0,acquired,USA,TX,Dallas,Dallas,1,2008-10-20,2008-10,2008-Q4,2008.0,2011-02-02,2011-02-02,2012-01-01,1.0,['mobile']
2813,/company/keyvive,KeyVive,health,300000.0,operating,USA,UT,Salt Lake City,Park City,1,2008-01-01,2008-01,2008-Q1,2008.0,2011-01-15,2011-01-15,,0.0,['health']
2814,/company/khush,Khush,music,120000.0,acquired,USA,GA,Atlanta,Atlanta,2,2009-01-01,2009-01,2009-Q1,2009.0,2009-11-20,2010-12-01,2012-01-15,1.0,['music']
2815,/company/kiboo-life,Kiboo.com,web,1472100.0,operating,USA,NY,New York,New York,1,2007-12-08,2007-12,2007-Q4,2007.0,2008-01-01,2008-01-01,2011-05-01,0.0,['web']
